COUNTRY,ISO,YEAR,RENEWABLE GROWTH TWh,RENEWABLE GROWTH %,CONTINENT
Algeria,DZA,2011,0.5873293280601501,117.52812957763672,AFRICA
Algeria,DZA,2012,0.0471309423446655,4.949092864990234,AFRICA
Algeria,DZA,2013,-0.7921222448348999,-69.30648803710938,AFRICA
Algeria,DZA,2014,0.3403466641902923,99.0595474243164,AFRICA
Algeria,DZA,2015,-0.0902699828147888,-12.598424911499023,AFRICA
Algeria,DZA,2016,0.301783800125122,51.37480545043945,AFRICA
Algeria,DZA,2017,0.6412630677223206,72.29473876953125,AFRICA
Algeria,DZA,2018,0.3904809951782226,26.07944107055664,AFRICA
Algeria,DZA,2019,0.1167840957641601,6.4383625984191895,AFRICA
Algeria,DZA,2020,-0.0986579656600952,-4.465889930725098,AFRICA
Algeria,DZA,2021,-0.1602149009704589,-7.88092041015625,AFRICA
Argentina,ARG,1999,-14.835128784179688,-18.796056747436523,SOUTH AMERICA
Argentina,ARG,2000,21.62248992919922,33.661842346191406,SOUTH AMERICA
Argentina,ARG,2001,22.936851501464844,27.577924728393555,SOUTH AMERICA
Argentina,ARG,2002,-2.430000305175781,-1.6498148441314695,SOUTH AMERICA
Argentina,ARG,2003,-5.275520324707031,-4.461169242858887,SOUTH AMERICA
Argentina,ARG,2004,-10.302902221679688,-9.65719223022461,SOUTH AMERICA
Argentina,ARG,2005,10.345924377441406,12.10736083984375,SOUTH AMERICA
Argentina,ARG,2006,10.600906372070312,11.154329299926758,SOUTH AMERICA
Argentina,ARG,2007,-19.83551788330078,-17.32260513305664,SOUTH AMERICA
Argentina,ARG,2008,-0.2306060791015625,0.2938389778137207,SOUTH AMERICA
Argentina,ARG,2009,8.936042785644531,10.46685028076172,SOUTH AMERICA
Argentina,ARG,2010,2.6143569946289062,13.690126419067385,SOUTH AMERICA
Argentina,ARG,2011,-3.804290771484375,1.5418291091918943,SOUTH AMERICA
Argentina,ARG,2012,-2.8467025756835938,1.0765790939331057,SOUTH AMERICA
Argentina,ARG,2013,11.083160400390623,11.772751808166504,SOUTH AMERICA
Argentina,ARG,2014,0.5427322387695312,3.5880446434021,SOUTH AMERICA
Argentina,ARG,2015,0.5296783447265625,2.411055564880371,SOUTH AMERICA
Argentina,ARG,2016,-7.8706207275390625,-4.241270065307617,SOUTH AMERICA
Argentina,ARG,2017,7.7895050048828125,9.578442573547363,SOUTH AMERICA
Argentina,ARG,2018,3.4787673950195312,1.814591884613037,SOUTH AMERICA
Argentina,ARG,2019,-1.078338623046875,-0.1195907592773437,SOUTH AMERICA
Argentina,ARG,2020,-3.731719970703125,-12.44363784790039,SOUTH AMERICA
Argentina,ARG,2021,0.730926513671875,1.9835591316223145,SOUTH AMERICA
Australia,AUS,1992,0.7132644653320312,1.4967799186706543,AUSTRALIA
Australia,AUS,1993,1.3306503295898438,2.7070045471191406,AUSTRALIA
Australia,AUS,1994,-0.5975990295410156,-1.195991039276123,AUSTRALIA
Australia,AUS,1995,-1.1073532104492188,-2.2807717323303223,AUSTRALIA
Australia,AUS,1996,1.3974037170410156,2.808380126953125,AUSTRALIA
Australia,AUS,1997,0.1302986145019531,0.2363085746765136,AUSTRALIA
Australia,AUS,1998,-0.1430130004882812,-0.3240585327148437,AUSTRALIA
Australia,AUS,1999,1.6860008239746094,3.3426523208618164,AUSTRALIA
Australia,AUS,2000,0.0554161071777343,0.2180218696594238,AUSTRALIA
Australia,AUS,2001,-1.1497650146484375,-1.565837860107422,AUSTRALIA
Australia,AUS,2002,1.8346023559570312,4.005861282348633,AUSTRALIA
Australia,AUS,2003,1.8881568908691408,3.987765312194824,AUSTRALIA
Australia,AUS,2004,2.05303955078125,3.750753402709961,AUSTRALIA
Australia,AUS,2005,4.144966125488281,8.179033279418945,AUSTRALIA
Australia,AUS,2006,1.4304466247558594,4.496884346008301,AUSTRALIA
Australia,AUS,2007,-2.3705596923828125,-2.926176786422729,AUSTRALIA
Australia,AUS,2008,-3.5075416564941406,-4.08148193359375,AUSTRALIA
Australia,AUS,2009,2.78961181640625,7.561123371124268,AUSTRALIA
Australia,AUS,2010,5.895107269287109,12.755287170410156,AUSTRALIA
Australia,AUS,2011,23.58692169189453,36.24897003173828,AUSTRALIA
Australia,AUS,2012,-1.2831039428710938,-1.2986421585083008,AUSTRALIA
Australia,AUS,2013,13.925323486328123,15.625548362731934,AUSTRALIA
Australia,AUS,2014,-7.83837890625,-6.98699951171875,AUSTRALIA
Australia,AUS,2015,7.148658752441406,6.760764122009277,AUSTRALIA
Australia,AUS,2016,14.841789245605469,14.176201820373535,AUSTRALIA
Australia,AUS,2017,-7.434242248535156,-5.892026424407959,AUSTRALIA
Australia,AUS,2018,26.54354858398437,24.68181800842285,AUSTRALIA
Australia,AUS,2019,14.535385131835938,10.99081039428711,AUSTRALIA
Australia,AUS,2020,22.8466796875,15.334260940551758,AUSTRALIA
Australia,AUS,2021,33.55369567871094,19.97811889648437,AUSTRALIA
Austria,AUT,1994,-3.462593078613281,-3.0895888805389404,EUROPE
Austria,AUT,1995,6.145637512207031,5.582475662231445,EUROPE
Austria,AUT,1996,-9.276206970214844,-7.981574535369873,EUROPE
Austria,AUT,1997,6.046577453613281,5.706214904785156,EUROPE
Austria,AUT,1998,3.6255111694335938,3.205883502960205,EUROPE
Austria,AUT,1999,9.715782165527344,8.476448059082031,EUROPE
Austria,AUT,2000,3.206283569335937,2.584636211395264,EUROPE
Austria,AUT,2001,-4.0703887939453125,-2.5314152240753174,EUROPE
Austria,AUT,2002,-1.7985992431640625,-0.7830262184143066,EUROPE
Austria,AUT,2003,-19.98217010498047,-15.742987632751465,EUROPE
Austria,AUT,2004,12.333473205566406,12.54746913909912,EUROPE
Austria,AUT,2005,3.351478576660156,4.550015926361084,EUROPE
Austria,AUT,2006,1.4674911499023438,5.377805233001709,EUROPE
Austria,AUT,2007,7.287879943847656,6.9580078125,EUROPE
Austria,AUT,2008,4.008308410644531,4.679977893829346,EUROPE
Austria,AUT,2009,8.026840209960938,7.9795241355896,EUROPE
Austria,AUT,2010,-6.848434448242188,-4.376154899597168,EUROPE
Austria,AUT,2011,-11.92560577392578,-7.980018615722656,EUROPE
Austria,AUT,2012,27.950538635253903,22.08197021484375,EUROPE
Austria,AUT,2013,-3.73931884765625,-2.693110704421997,EUROPE
Austria,AUT,2014,-0.3862152099609375,1.7174720764160156,EUROPE
Austria,AUT,2015,-6.45867919921875,-2.412158250808716,EUROPE
Austria,AUT,2016,7.437347412109375,3.94589900970459,EUROPE
Austria,AUT,2017,-1.5511627197265625,-1.4705359935760498,EUROPE
Austria,AUT,2018,-3.1121826171875,-1.3284265995025637,EUROPE
Austria,AUT,2019,11.512863159179688,8.256268501281738,EUROPE
Austria,AUT,2020,0.67083740234375,-0.1447498798370361,EUROPE
Austria,AUT,2021,1.209014892578125,1.169896125793457,EUROPE
Azerbaijan,AZE,2014,-0.4638388156890869,-10.643893241882324,ASIA
Azerbaijan,AZE,2015,0.9118707180023192,24.83655166625977,ASIA
Azerbaijan,AZE,2016,0.9544844627380372,21.123958587646484,ASIA
Azerbaijan,AZE,2017,-0.6018667221069336,-10.158461570739746,ASIA
Azerbaijan,AZE,2018,0.1818985939025879,4.2420148849487305,ASIA
Azerbaijan,AZE,2019,-0.4274191856384277,-8.052021026611328,ASIA
Azerbaijan,AZE,2020,-1.3269712924957275,-27.558141708374023,ASIA
Azerbaijan,AZE,2021,0.5294363498687744,15.812337875366213,ASIA
Bangladesh,BGD,2003,-0.0116946697235107,0.1067876815795898,ASIA
Bangladesh,BGD,2004,-0.010974645614624,0.1333594322204589,ASIA
Bangladesh,BGD,2005,-0.0094101428985595,0.1997590065002441,ASIA
Bangladesh,BGD,2006,-0.0032944679260253,0.4784703254699707,ASIA
Bangladesh,BGD,2007,-0.0032644271850585,0.4761934280395508,ASIA
Bangladesh,BGD,2008,0.5725464820861816,27.448654174804688,ASIA
Bangladesh,BGD,2009,-1.4683046340942385,-53.70312881469727,ASIA
Bangladesh,BGD,2010,0.9148082733154296,74.11869812011719,ASIA
Bangladesh,BGD,2011,0.4233808517456054,20.25884437561035,ASIA
Bangladesh,BGD,2012,-0.1838157176971435,-6.553006172180176,ASIA
Bangladesh,BGD,2013,-0.0384199619293212,-1.0244309902191162,ASIA
Bangladesh,BGD,2014,-0.3482298851013183,-14.23007869720459,ASIA
Bangladesh,BGD,2015,0.9553635120391846,48.32823181152344,ASIA
Bangladesh,BGD,2016,0.0046663284301757,0.7485389709472656,ASIA
Bangladesh,BGD,2017,0.4569165706634521,16.022228240966797,ASIA
Bangladesh,BGD,2018,-0.3968269824981689,-11.032504081726074,ASIA
Bangladesh,BGD,2019,0.015587568283081,0.8842706680297852,ASIA
Bangladesh,BGD,2020,-0.16782808303833,-5.151474475860596,ASIA
Bangladesh,BGD,2021,0.0987727642059326,3.801548480987549,ASIA
Belarus,BLR,2014,-0.0509725213050842,-7.618218421936035,EUROPE
Belarus,BLR,2015,0.1184725165367126,19.905221939086918,EUROPE
Belarus,BLR,2016,0.2169702649116516,32.41106414794922,EUROPE
Belarus,BLR,2017,0.9686241149902344,108.35821533203124,EUROPE
Belarus,BLR,2018,-0.1345689296722412,-6.876796722412109,EUROPE
Belarus,BLR,2019,0.4064908027648926,24.00001335144043,EUROPE
Belarus,BLR,2020,0.6525797843933105,26.923072814941406,EUROPE
Belarus,BLR,2021,0.1409323215484619,5.551707744598389,EUROPE
Belgium,BEL,2005,1.91724157333374,40.68136215209961,EUROPE
Belgium,BEL,2006,2.6181435585021973,40.17094421386719,EUROPE
Belgium,BEL,2007,1.633742332458496,18.08943748474121,EUROPE
Belgium,BEL,2008,2.881991386413574,26.735519409179688,EUROPE
Belgium,BEL,2009,4.605330467224121,57.63188552856445,EUROPE
Belgium,BEL,2010,5.674646377563477,52.65898895263672,EUROPE
Belgium,BEL,2011,5.270441055297852,17.27128028869629,EUROPE
Belgium,BEL,2012,5.821441650390625,16.29476547241211,EUROPE
Belgium,BEL,2013,3.265430450439453,8.48187255859375,EUROPE
Belgium,BEL,2014,1.7256736755371094,8.229875564575195,EUROPE
Belgium,BEL,2015,4.642730712890625,2.564358711242676,EUROPE
Belgium,BEL,2016,1.2988243103027344,10.60175895690918,EUROPE
Belgium,BEL,2017,4.563091278076172,10.099101066589355,EUROPE
Belgium,BEL,2018,3.277149200439453,6.239652633666992,EUROPE
Belgium,BEL,2019,5.8074798583984375,10.22348403930664,EUROPE
Belgium,BEL,2020,12.34268569946289,24.206674575805664,EUROPE
Belgium,BEL,2021,-1.2813186645507812,0.3975868225097656,EUROPE
Brazil,BRA,2013,-28.4716796875,1.0831713676452637,SOUTH AMERICA
Brazil,BRA,2014,-2.4151611328125,1.8378257751464844,SOUTH AMERICA
Brazil,BRA,2015,24.4189453125,5.17956018447876,SOUTH AMERICA
Brazil,BRA,2016,67.770751953125,2.3666739463806152,SOUTH AMERICA
Brazil,BRA,2017,7.2215576171875,1.657271385192871,SOUTH AMERICA
Brazil,BRA,2018,101.50390625,9.058391571044922,SOUTH AMERICA
Brazil,BRA,2019,75.0633544921875,6.316125392913818,SOUTH AMERICA
Brazil,BRA,2020,-0.6236572265625,-1.3527512550354004,SOUTH AMERICA
Brazil,BRA,2021,-35.911865234375,-0.4225373268127441,SOUTH AMERICA
Bulgaria,BGR,2010,5.693132400512695,55.67510223388672,EUROPE
Bulgaria,BGR,2011,-5.200046539306641,-32.01451110839844,EUROPE
Bulgaria,BGR,2012,3.75642204284668,35.37483215332031,EUROPE
Bulgaria,BGR,2013,4.2943267822265625,30.03028678894043,EUROPE
Bulgaria,BGR,2014,1.1836318969726562,6.670963764190674,EUROPE
Bulgaria,BGR,2015,3.628011703491211,18.641651153564453,EUROPE
Bulgaria,BGR,2016,-4.535135269165039,-18.931495666503903,EUROPE
Bulgaria,BGR,2017,-2.6799392700195312,-13.72666358947754,EUROPE
Bulgaria,BGR,2018,9.15077781677246,52.99737548828125,EUROPE
Bulgaria,BGR,2019,-4.773548126220703,-19.554841995239254,EUROPE
Bulgaria,BGR,2020,-0.1755867004394531,-0.2593934535980224,EUROPE
Bulgaria,BGR,2021,4.267936706542969,21.96866226196289,EUROPE
Canada,CAN,1993,21.9385986328125,2.3119211196899414,NORTH AMERICA
Canada,CAN,1994,19.6064453125,2.004849910736084,NORTH AMERICA
Canada,CAN,1995,22.83551025390625,2.2810816764831543,NORTH AMERICA
Canada,CAN,1996,61.975830078125,6.132566928863525,NORTH AMERICA
Canada,CAN,1997,-15.4378662109375,-1.4555037021636963,NORTH AMERICA
Canada,CAN,1998,-48.80413818359375,-4.4134674072265625,NORTH AMERICA
Canada,CAN,1999,42.15496826171875,4.2195916175842285,NORTH AMERICA
Canada,CAN,2000,35.1068115234375,3.359627723693848,NORTH AMERICA
Canada,CAN,2001,-78.39605712890625,-6.644791603088379,NORTH AMERICA
Canada,CAN,2002,46.95452880859375,5.306744575500488,NORTH AMERICA
Canada,CAN,2003,-45.68035888671875,-3.6927878856658936,NORTH AMERICA
Canada,CAN,2004,2.23822021484375,0.832664966583252,NORTH AMERICA
Canada,CAN,2005,61.2874755859375,6.794297695159912,NORTH AMERICA
Canada,CAN,2006,-30.43798828125,-2.230709791183472,NORTH AMERICA
Canada,CAN,2007,42.7552490234375,5.744874477386475,NORTH AMERICA
Canada,CAN,2008,21.7669677734375,2.89297103881836,NORTH AMERICA
Canada,CAN,2009,-20.29931640625,-1.3215601444244385,NORTH AMERICA
Canada,CAN,2010,-42.4661865234375,-3.112280368804932,NORTH AMERICA
Canada,CAN,2011,72.065673828125,8.505809783935547,NORTH AMERICA
Canada,CAN,2012,17.27734375,2.8527379035949707,NORTH AMERICA
Canada,CAN,2013,26.1068115234375,2.742290496826172,NORTH AMERICA
Canada,CAN,2014,-28.8262939453125,-1.728445291519165,NORTH AMERICA
Canada,CAN,2015,32.2138671875,3.13410758972168,NORTH AMERICA
Canada,CAN,2016,19.403564453125,2.025330066680908,NORTH AMERICA
Canada,CAN,2017,20.0401611328125,2.73665189743042,NORTH AMERICA
Canada,CAN,2018,-24.9908447265625,-1.3725221157073977,NORTH AMERICA
Canada,CAN,2019,-15.040283203125,-0.8035063743591309,NORTH AMERICA
Canada,CAN,2020,10.9359130859375,0.9737372398376464,NORTH AMERICA
Canada,CAN,2021,-15.658447265625,-0.7859289646148682,NORTH AMERICA
Chile,CHL,2013,2.269721984863281,3.016972541809082,SOUTH AMERICA
Chile,CHL,2014,5.739410400390625,9.437883377075195,SOUTH AMERICA
Chile,CHL,2015,7.225372314453125,9.104514122009276,SOUTH AMERICA
Chile,CHL,2016,-3.1753692626953125,-3.818881511688232,SOUTH AMERICA
Chile,CHL,2017,12.947555541992188,15.538728713989258,SOUTH AMERICA
Chile,CHL,2018,13.439727783203123,13.59384059906006,SOUTH AMERICA
Chile,CHL,2019,2.418296813964844,2.308189868927002,SOUTH AMERICA
Chile,CHL,2020,3.129379272460937,3.550255298614502,SOUTH AMERICA
Chile,CHL,2021,3.066314697265625,3.1705379486083984,SOUTH AMERICA
China,CHN,1991,-6.055755615234375,-1.6149520874023438,ASIA
China,CHN,1992,18.23681640625,4.944825172424316,ASIA
China,CHN,1993,62.82342529296875,16.226482391357422,ASIA
China,CHN,1994,47.68377685546875,10.578656196594238,ASIA
China,CHN,1995,77.30316162109375,15.414595603942873,ASIA
China,CHN,1996,-13.9832763671875,-2.3742616176605225,ASIA
China,CHN,1997,27.79449462890625,4.907572269439697,ASIA
China,CHN,1998,8.30718994140625,1.4220356941223145,ASIA
China,CHN,1999,-6.3446044921875,-1.0651469230651855,ASIA
China,CHN,2000,76.79150390625,13.010704040527344,ASIA
China,CHN,2001,157.8133544921875,24.461566925048828,ASIA
China,CHN,2002,27.5745849609375,4.410803318023682,ASIA
China,CHN,2003,-14.3516845703125,-0.3770709037780761,ASIA
China,CHN,2004,198.11614990234372,24.445831298828125,ASIA
China,CHN,2005,131.26416015625,13.579713821411133,ASIA
China,CHN,2006,117.68408203125,11.165273666381836,ASIA
China,CHN,2007,146.818603515625,11.977672576904297,ASIA
China,CHN,2008,458.781982421875,32.700382232666016,ASIA
China,CHN,2009,-7.6204833984375,0.3653287887573242,ASIA
China,CHN,2010,329.151611328125,17.813396453857422,ASIA
China,CHN,2011,6.968994140625,1.0056376457214355,ASIA
China,CHN,2012,560.366943359375,25.927852630615234,ASIA
China,CHN,2013,252.469482421875,10.079050064086914,ASIA
China,CHN,2014,519.7685546875,17.529369354248047,ASIA
China,CHN,2015,253.815673828125,7.024884223937988,ASIA
China,CHN,2016,330.7275390625,9.250807762145996,ASIA
China,CHN,2017,368.09326171875,9.163784980773926,ASIA
China,CHN,2018,435.9326171875,10.395503044128418,ASIA
China,CHN,2019,462.5673828125,9.401142120361328,ASIA
China,CHN,2020,435.3291015625,8.005273818969727,ASIA
China,CHN,2021,706.28955078125,12.388157844543455,ASIA
Colombia,COL,2001,1.8107147216796875,2.61155366897583,SOUTH AMERICA
Colombia,COL,2002,6.206840515136719,7.258844375610352,SOUTH AMERICA
Colombia,COL,2003,5.786613464355469,6.424379348754883,SOUTH AMERICA
Colombia,COL,2004,5.60272216796875,5.941569805145264,SOUTH AMERICA
Colombia,COL,2005,2.133750915527344,2.8225064277648926,SOUTH AMERICA
Colombia,COL,2006,10.120643615722656,11.578202247619627,SOUTH AMERICA
Colombia,COL,2018,-1.0242919921875,0.9203553199768066,SOUTH AMERICA
Colombia,COL,2019,-6.162109375,-4.281610488891602,SOUTH AMERICA
Colombia,COL,2020,-12.031845092773438,-7.418310642242432,SOUTH AMERICA
Colombia,COL,2021,28.2557373046875,20.211076736450195,SOUTH AMERICA
Croatia,HRV,2010,4.899267196655273,24.171947479248047,EUROPE
Croatia,HRV,2011,-11.206711769104004,-43.11671829223633,EUROPE
Croatia,HRV,2012,-0.1440372467041015,-0.5108177661895752,EUROPE
Croatia,HRV,2013,10.867022514343262,76.2693862915039,EUROPE
Croatia,HRV,2014,1.662616729736328,7.134056091308594,EUROPE
Croatia,HRV,2015,-6.642999649047852,-24.42386817932129,EUROPE
Croatia,HRV,2016,2.2557601928710938,11.371517181396484,EUROPE
Croatia,HRV,2017,-3.3967857360839844,-14.924674987792969,EUROPE
Croatia,HRV,2018,7.027545928955078,37.4608268737793,EUROPE
Croatia,HRV,2019,-3.762798309326172,-14.665746688842772,EUROPE
Croatia,HRV,2020,0.5192985534667969,2.4416565895080566,EUROPE
Croatia,HRV,2021,5.10234260559082,22.832595825195312,EUROPE
Cyprus,CYP,2005,0.0004611110780388,21.986759185791016,ASIA
Cyprus,CYP,2006,0.0017305554356426,64.16937255859375,ASIA
Cyprus,CYP,2007,0.0060000005178153,130.75396728515625,ASIA
Cyprus,CYP,2008,0.0373563878238201,340.1261291503906,ASIA
Cyprus,CYP,2009,0.0506274923682212,104.19378662109376,ASIA
Cyprus,CYP,2010,0.1188363954424858,132.810302734375,ASIA
Cyprus,CYP,2011,0.2963983416557312,143.8356170654297,ASIA
Cyprus,CYP,2012,0.213605523109436,44.382022857666016,ASIA
Cyprus,CYP,2013,0.186893343925476,27.23735618591309,ASIA
Cyprus,CYP,2014,-0.0281941294670104,-2.7522921562194824,ASIA
Cyprus,CYP,2015,0.2162096500396728,25.708175659179688,ASIA
Cyprus,CYP,2016,0.0615280866622924,6.230616569519043,ASIA
Cyprus,CYP,2017,0.0220940113067626,2.4869441986083984,ASIA
Cyprus,CYP,2018,0.069433569908142,6.566798686981201,ASIA
Cyprus,CYP,2019,0.1339339017868042,10.985755920410156,ASIA
Cyprus,CYP,2020,0.2121936082839965,15.90980339050293,ASIA
Cyprus,CYP,2021,,0.0,ASIA
Czechia,CZE,2005,1.244046688079834,16.84485626220703,EUROPE
Czechia,CZE,2006,1.365983963012695,15.185093879699709,EUROPE
Czechia,CZE,2007,-0.2828760147094726,-3.3917665481567383,EUROPE
Czechia,CZE,2008,1.033447265625,10.164987564086914,EUROPE
Czechia,CZE,2009,2.719784736633301,24.87803649902344,EUROPE
Czechia,CZE,2010,3.4518938064575195,26.09666633605957,EUROPE
Czechia,CZE,2011,4.227100372314453,24.92657852172852,EUROPE
Czechia,CZE,2012,2.4910030364990234,11.273646354675291,EUROPE
Czechia,CZE,2013,3.533288955688477,14.872336387634276,EUROPE
Czechia,CZE,2014,-0.3916282653808594,-2.4541258811950684,EUROPE
Czechia,CZE,2015,0.6743927001953125,2.761411666870117,EUROPE
Czechia,CZE,2016,-0.1612586975097656,-0.2953946590423584,EUROPE
Czechia,CZE,2017,0.6268367767333984,2.37809419631958,EUROPE
Czechia,CZE,2018,-0.7192344665527344,-2.244502305984497,EUROPE
Czechia,CZE,2019,1.7084121704101562,6.614291667938232,EUROPE
Czechia,CZE,2020,0.3583660125732422,1.4135360717773438,EUROPE
Czechia,CZE,2021,0.7001094818115234,2.4599432945251465,EUROPE
Denmark,DNK,1997,2.549680233001709,40.93453979492188,EUROPE
Denmark,DNK,1998,2.97036361694336,34.01292419433594,EUROPE
Denmark,DNK,1999,1.3977174758911133,11.552751541137695,EUROPE
Denmark,DNK,2000,3.5229082107543945,27.23994255065918,EUROPE
Denmark,DNK,2001,0.7773418426513672,4.920363426208496,EUROPE
Denmark,DNK,2002,2.7700977325439453,16.12558364868164,EUROPE
Denmark,DNK,2003,3.822063446044922,18.96725845336914,EUROPE
Denmark,DNK,2004,4.191476821899414,17.89497184753418,EUROPE
Denmark,DNK,2005,0.7984657287597656,3.0529141426086426,EUROPE
Denmark,DNK,2006,-1.889686584472656,-6.210064888000488,EUROPE
Denmark,DNK,2007,3.023822784423828,11.989283561706545,EUROPE
Denmark,DNK,2008,-0.7035045623779297,-2.039051055908203,EUROPE
Denmark,DNK,2009,-0.1421070098876953,-0.330662727355957,EUROPE
Denmark,DNK,2010,6.984220504760742,23.518348693847656,EUROPE
Denmark,DNK,2011,4.603008270263672,14.087141036987305,EUROPE
Denmark,DNK,2012,1.6669158935546875,4.626357555389404,EUROPE
Denmark,DNK,2013,2.847480773925781,7.619047164916992,EUROPE
Denmark,DNK,2014,5.285324096679688,12.670766830444336,EUROPE
Denmark,DNK,2015,2.3275299072265625,5.3640007972717285,EUROPE
Denmark,DNK,2016,-1.4181976318359375,-2.98578143119812,EUROPE
Denmark,DNK,2017,9.601131439208984,18.531190872192383,EUROPE
Denmark,DNK,2018,-3.184253692626953,-4.762089252471924,EUROPE
Denmark,DNK,2019,6.0022735595703125,11.173355102539062,EUROPE
Denmark,DNK,2020,0.7972183227539062,1.6127467155456543,EUROPE
Denmark,DNK,2021,8.274665832519531,11.123048782348633,EUROPE
Ecuador,ECU,2006,0.7147617340087891,4.14508581161499,SOUTH AMERICA
Ecuador,ECU,2007,5.505159378051758,27.248214721679688,SOUTH AMERICA
Ecuador,ECU,2008,6.151397705078125,24.272274017333984,SOUTH AMERICA
Ecuador,ECU,2009,-5.943485260009766,-17.8995304107666,SOUTH AMERICA
Ecuador,ECU,2010,-1.731548309326172,-6.032103538513184,SOUTH AMERICA
Ecuador,ECU,2012,2.898744583129883,9.83039093017578,SOUTH AMERICA
Ecuador,ECU,2013,-3.31440544128418,-9.10775661468506,SOUTH AMERICA
Ecuador,ECU,2014,1.382303237915039,4.902267456054688,SOUTH AMERICA
Ecuador,ECU,2015,4.35626220703125,14.0986328125,SOUTH AMERICA
Ecuador,ECU,2016,7.347126007080078,20.584285736083984,SOUTH AMERICA
Ecuador,ECU,2017,10.85224151611328,25.440216064453125,SOUTH AMERICA
Ecuador,ECU,2018,1.2555313110351562,2.8790950775146484,SOUTH AMERICA
Ecuador,ECU,2019,10.742496490478516,19.537317276000977,SOUTH AMERICA
Ecuador,ECU,2020,-1.4200820922851562,-1.78261399269104,SOUTH AMERICA
Ecuador,ECU,2021,2.79376220703125,4.6941399574279785,SOUTH AMERICA
Egypt,EGY,2001,0.7094917297363281,2.3473381996154785,AFRICA
Egypt,EGY,2002,-1.4015159606933594,-2.640920877456665,AFRICA
